,index,FrameNo,x1,y1,x2,y2,trackNo,detection,x,y,x_trans,y_trans
59,435.0,251.0,3550.908312230514,1304.0767132739793,3562.121698334628,1315.1327272630956,15.0,1.0,681.6653760124929,446.235682461872,27.57192748932675,7.065414732923828
60,437.0,252.0,3550.801838941364,1304.0578550520231,3561.965837899704,1315.101320384916,15.0,1.0,681.6402356972691,446.2271187781452,27.538321291199995,7.0650379950648015
61,439.0,253.0,3550.914468286635,1303.7976158409267,3562.0084354830265,1314.8148434372022,15.0,1.0,681.6551116112593,446.13397454368123,27.558292244522086,7.061929161180833
62,441.0,254.0,3551.209038801884,1303.4216466480511,3562.285924664726,1314.4056954940806,15.0,1.0,681.7099339988835,446.00021384643725,27.582053009498747,7.057224958456354
63,443.0,255.0,3551.310313907605,1303.32167444306,3562.415651044801,1314.3108159371402,15.0,1.0,681.7320716412722,445.96701687958966,27.544646949371568,7.061937478908548
64,445.0,256.0,3551.3843597351115,1303.1474005164953,3562.517648716824,1314.1787123541496,15.0,1.0,681.748942476644,445.9148192298136,27.572772397502423,7.0385557989397265
65,447.0,257.0,3551.4236493563867,1302.9713755411133,3562.571512844233,1313.8860129040838,15.0,1.0,681.7578697108927,445.8349624758484,27.713995558557123,7.221293220797547
0,387.0,234.0,3783.74975598789,800.024170038274,3795.7834471371098,810.923339727351,17.0,1.0,726.3719319661459,274.4577238859954,29.647920935982118,2.5933373085088234
1,390.0,235.0,3783.383208498845,799.8544511191446,3795.366382479455,810.9220554350277,17.0,1.0,726.296835802087,274.4285900055257,29.654751899962882,2.6051443723172083
2,393.0,236.0,3783.613093229944,800.0819530125651,3795.3581477943103,810.9326561668073,17.0,1.0,726.3180772648244,274.46915563796716,29.65693605272334,2.5902101316856445
3,396.0,237.0,3783.6450476603386,799.7361871089851,3795.3516116875744,810.5281219279419,17.0,1.0,726.3205131875084,274.3413267248098,29.668473282802307,2.5840115002762434
4,399.0,238.0,3783.7199950188447,799.8253101903076,3795.271227716201,810.5026348667895,17.0,1.0,726.3199921787752,274.3521684171351,29.669785356037938,2.6045869368611556
5,402.0,239.0,3783.7945629839296,799.7801555700554,3795.205414028399,810.2620583102868,17.0,1.0,726.3208311303482,274.30348829072494,29.65680500522845,2.6034060356536077
6,405.0,240.0,3783.8047831361177,799.6174029381473,3795.0479868198663,809.8665374848395,17.0,1.0,726.3067237874485,274.20837503502736,29.628440299962037,2.605231393303695
7,408.0,241.0,3783.848882594371,799.5491367348131,3794.957151504893,809.6752667816552,17.0,1.0,726.3022449345128,274.16415763613907,29.679840241975512,2.5891346686987293
