,index,FrameNo,x1,y1,x2,y2,trackNo,detection,x,y,x_trans,y_trans
82,137.0,90.0,3559.989324876898,1304.7297649624263,3571.2962804485846,1315.173564653675,1.0,1.0,683.4148705103588,446.3539006012617,27.613531615518315,7.044542430387003
83,139.0,91.0,3560.283463472109,1304.758049544504,3571.595825865021,1315.156024645879,1.0,1.0,683.4717652281416,446.35573115836155,27.600023152437462,7.051154676552421
84,141.0,92.0,3560.6481337609684,1304.9560439363242,3572.0012143263657,1315.4190157866783,1.0,1.0,683.5455625250362,446.4342694342894,27.62960916718041,7.050526395538661
85,143.0,93.0,3560.89932261396,1305.1188373739035,3572.274177310326,1315.7187995772683,1.0,1.0,683.5957937427441,446.5130788879774,27.615737205105752,7.054221820629272
0,57.0,53.0,2473.625976643429,1330.774658280616,2484.394531169071,1341.085693281884,4.0,1.0,475.14363199869797,455.2058376736111,17.291269443325483,7.313935058630211
1,59.0,54.0,2457.4970063176925,1334.5309302486828,2466.809870491713,1343.2460591952988,4.0,1.0,471.9127423609014,456.2138574608265,17.12925335081142,7.329011154105493
2,61.0,55.0,2446.58771859539,1336.4855568177531,2456.242046078531,1345.5241616239427,4.0,1.0,469.85451911458415,456.93498906784447,17.034131763997276,7.342518583609711
3,63.0,56.0,2435.258959516053,1338.0383094160477,2445.5707923422888,1347.623042685311,4.0,1.0,467.74618455309115,457.55711924689814,16.92787028853593,7.361421303497559
4,65.0,57.0,2423.771941614661,1339.3907322414352,2434.1900870433087,1349.077110367425,4.0,1.0,465.55469441305553,458.0352620741021,16.819841265101413,7.368599202589703
5,67.0,58.0,2412.2056507013704,1340.6518144179868,2422.4471213442885,1350.4502083118205,4.0,1.0,463.32089065437566,458.4840483169301,16.720255801913577,7.382328016585994
